Local Authority Asset Number,Street Name,Ward Name,Postcode,Description,Switch Regime,Wattage,Lamp Type,Column Type,Column Height,Heritage Status,Install Date,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Organisation URI,Last Uploaded
241936,BILLY FURY WAY,West Hampstead,NW3 6EL,BY PETROS GARDENS,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"526,024","185,013",-0.183791,51.549945,POINT (-0.183791 51.549945),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241937,BILLY FURY WAY,West Hampstead,NW3 6EF,BY PETROS GARDENS,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,981","184,984",-0.184421,51.549694,POINT (-0.184421 51.549694),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241938,BILLY FURY WAY,West Hampstead,NW3 6EL,BY PETROS GARDENS,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,994","184,994",-0.18423,51.549781,POINT (-0.18423 51.549781),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241939,BILLY FURY WAY,West Hampstead,NW6 1RZ,FOOTPATH FROM BLACKBURN RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,694","184,712",-0.188656,51.547313,POINT (-0.188656 51.547313),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241940,BILLY FURY WAY,West Hampstead,NW6 1RZ,FOOTPATH FROM BLACKBURN RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,681","184,779",-0.188819,51.547918,POINT (-0.188819 51.547918),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241941,BILLY FURY WAY,West Hampstead,NW6 1RZ,FOOTPATH FROM BLACKBURN RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,684","184,740",-0.18879,51.547567,POINT (-0.18879 51.547567),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241942,BILLY FURY WAY,West Hampstead,NW6 1RZ,FOOTPATH FROM BLACKBURN RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,683","184,758",-0.188798,51.547729,POINT (-0.188798 51.547729),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241943,BILLY FURY WAY,West Hampstead,NW6 1RZ,FOOTPATH FROM BLACKBURN RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,687","184,732",-0.188749,51.547494,POINT (-0.188749 51.547494),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241944,BILLY FURY WAY,West Hampstead,NW3 6ES,FOOTPATH FROM WEST END LN TO FINCHLEY RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,853","184,897",-0.186298,51.54894,POINT (-0.186298 51.54894),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241945,BILLY FURY WAY,West Hampstead,NW3 6LT,FOOTPATH FROM WEST END LN TO FINCHLEY RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,682","184,795",-0.188799,51.548062,POINT (-0.188799 51.548062),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241946,BILLY FURY WAY,West Hampstead,NW3 6ES,FOOTPATH FROM WEST END LN TO FINCHLEY RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,841","184,887",-0.186474,51.548853,POINT (-0.186474 51.548853),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241947,BILLY FURY WAY,West Hampstead,NW6 1RZ,FOOTPATH FROM WEST END LN TO FINCHLEY RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,649","184,780",-0.18928,51.547934,POINT (-0.18928 51.547934),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241948,BILLY FURY WAY,West Hampstead,NW3 6LT,FOOTPATH FROM WEST END LN TO FINCHLEY RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,707","184,811",-0.188433,51.5482,POINT (-0.188433 51.5482),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241949,BILLY FURY WAY,West Hampstead,NW3 6ES,FOOTPATH FROM WEST END LN TO FINCHLEY RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,820","184,874",-0.186782,51.548741,POINT (-0.186782 51.548741),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241950,BILLY FURY WAY,West Hampstead,NW3 6ES,FOOTPATH FROM WEST END LN TO FINCHLEY RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,885","184,920",-0.185828,51.54914,POINT (-0.185828 51.54914),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241951,BILLY FURY WAY,West Hampstead,NW3 6ES,FOOTPATH FROM WEST END LN TO FINCHLEY RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,902","184,932",-0.185579,51.549244,POINT (-0.185579 51.549244),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241952,BILLY FURY WAY,West Hampstead,NW3 6ER,FOOTPATH FROM WEST END LN TO FINCHLEY RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,953","184,963",-0.184833,51.549511,POINT (-0.184833 51.549511),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241953,BILLY FURY WAY,West Hampstead,NW3 6ES,FOOTPATH FROM WEST END LN TO FINCHLEY RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,789","184,855",-0.187235,51.548577,POINT (-0.187235 51.548577),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241954,BILLY FURY WAY,West Hampstead,NW3 6ES,FOOTPATH FROM WEST END LN TO FINCHLEY RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,771","184,849",-0.187497,51.548527,POINT (-0.187497 51.548527),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241955,BILLY FURY WAY,West Hampstead,NW3 6ES,FOOTPATH FROM WEST END LN TO FINCHLEY RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,867","184,907",-0.186092,51.549027,POINT (-0.186092 51.549027),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241956,BILLY FURY WAY,West Hampstead,NW6 1RZ,FOOTPATH FROM WEST END LN TO FINCHLEY RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,611","184,760",-0.189835,51.547763,POINT (-0.189835 51.547763),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241957,BILLY FURY WAY,West Hampstead,NW3 6ES,FOOTPATH FROM WEST END LN TO FINCHLEY RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,749","184,837",-0.187818,51.548424,POINT (-0.187818 51.548424),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241958,BILLY FURY WAY,West Hampstead,NW3 6ES,FOOTPATH FROM WEST END LN TO FINCHLEY RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,808","184,866",-0.186957,51.548672,POINT (-0.186957 51.548672),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241959,BILLY FURY WAY,West Hampstead,NW6 1RZ,FOOTPATH FROM WEST END LN TO FINCHLEY RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,583","184,745",-0.190244,51.547634,POINT (-0.190244 51.547634),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241960,BILLY FURY WAY,West Hampstead,NW3 6ER,FOOTPATH FROM WEST END LN TO FINCHLEY RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,957","184,971",-0.184772,51.549582,POINT (-0.184772 51.549582),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241961,BILLY FURY WAY,West Hampstead,NW3 6EH,S/O FINCHLEY ROAD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"526,083","185,027",-0.182936,51.550057,POINT (-0.182936 51.550057),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241962,BILLY FURY WAY,West Hampstead,NW3 6BF,BY PETROS GARDENS,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"525,968","184,976",-0.184612,51.549625,POINT (-0.184612 51.549625),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241963,BILLY FURY WAY,West Hampstead,NW3 6EL,BY PETROS GARDENS,35/18,29,Generic LED Lighting,Lighting Column,500,No,,"526,044","185,025",-0.183499,51.550048,POINT (-0.183499 51.550048),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241281,BIRCHINGTON ROAD,Kilburn,NW6 4LL,O/S 13,35/18,61,Generic LED Lighting,Lighting Column,600,No,,"525,408","183,849",-0.193085,51.539621,POINT (-0.193085 51.539621),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241282,BIRCHINGTON ROAD,Kilburn,NW6 4LJ,O/S 30,35/18,61,Generic LED Lighting,Lighting Column,600,No,,"525,376","183,836",-0.193551,51.539511,POINT (-0.193551 51.539511),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241283,BIRCHINGTON ROAD,Kilburn,NW6 4LL,O/S 33,35/18,61,Generic LED Lighting,Lighting Column,600,No,,"525,354","183,809",-0.193878,51.539273,POINT (-0.193878 51.539273),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241284,BIRCHINGTON ROAD,Kilburn,NW6 4LJ,SIDE OF 102,35/18,61,Generic LED Lighting,Lighting Column,600,No,,"525,320","183,794",-0.194373,51.539146,POINT (-0.194373 51.539146),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1253,BIRD IN HAND YARD,Hampstead Town,NW3 1HE,IN ALLEY,35/18,38,Generic LED Lighting,Lighting Column,400,No,2021 Aug 31 12:00:00 AM,"526,436","185,740",-0.177591,51.556386,POINT (-0.177591 51.556386),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249610,BIRKENHEAD STREET,Kings Cross,WC1H 8BD,S/O NO 8 ST CHADS ST,35/18,51,Generic LED Lighting,Lighting Column,800,No,2023 Oct 31 12:00:00 AM,"530,378","182,892",-0.121816,51.529896,POINT (-0.121816 51.529896),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249611,BIRKENHEAD STREET,Kings Cross,WC1H 8BB,FRONT OF N 58A,35/18,51,Generic LED Lighting,Lighting Column,800,No,2023 Nov 24 12:00:00 AM,"530,353","182,910",-0.122169,51.530063,POINT (-0.122169 51.530063),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249612,BIRKENHEAD STREET,Kings Cross,WC1X 8PX,FRONT OF METRO. POLICE,35/18,51,Generic LED Lighting,Lighting Column,800,No,2023 Nov 24 12:00:00 AM,"530,343","182,943",-0.122301,51.530362,POINT (-0.122301 51.530362),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1084,BISHAM GARDENS,Highgate,N6 6DJ,OPPOSITE 34,35/18,25,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"528,443","187,282",-0.148094,51.569791,POINT (-0.148094 51.569791),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1085,BISHAM GARDENS,Highgate,N6 6DJ,BY NO.9,35/18,25,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"528,490","187,312",-0.147405,51.57005,POINT (-0.147405 51.57005),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1086,BISHAM GARDENS,Highgate,N6 6DD,BY NO.12,35/18,56,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"528,517","187,319",-0.147013,51.570107,POINT (-0.147013 51.570107),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1087,BISHAM GARDENS,Highgate,N6 6DJ,OPPOSITE NO.8,35/18,56,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"528,529","187,336",-0.146834,51.570257,POINT (-0.146834 51.570257),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1088,BISHAM GARDENS,Highgate,N6 5JR,S/O NO 9 HIGHGATE HIGH ST,35/18,56,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"528,561","187,345",-0.146369,51.57033,POINT (-0.146369 51.57033),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1089,BISHAM GARDENS,Highgate,N6 6DD,S/O NO. 19,35/18,25,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"528,468","187,290",-0.147731,51.569857,POINT (-0.147731 51.569857),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241064,BLACK PATH,Fortune Green,NW6 1QQ,S/O 89 BROOMSLEIGH STREET,35/18,21,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"525,055","184,921",-0.197792,51.549333,POINT (-0.197792 51.549333),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241065,BLACK PATH,Fortune Green,NW6 1QQ,BEHIND 89 SUMATRA ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"525,072","184,916",-0.197549,51.549285,POINT (-0.197549 51.549285),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241066,BLACK PATH,West Hampstead,NW6 1PT,R/O 95 SUMATRA ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"525,091","184,910",-0.197277,51.549226,POINT (-0.197277 51.549226),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241067,BLACK PATH,West Hampstead,NW6 1PT,BEHIND 101 SUMATRA ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"525,108","184,904",-0.197034,51.549169,POINT (-0.197034 51.549169),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241068,BLACK PATH,West Hampstead,NW6 1PL,R/O 105-109 SUMATRA ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"525,127","184,898",-0.196762,51.549111,POINT (-0.196762 51.549111),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241069,BLACK PATH,West Hampstead,NW6 1PL,BEHIND 111 SUMATRA ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"525,146","184,892",-0.196491,51.549052,POINT (-0.196491 51.549052),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241070,BLACK PATH,West Hampstead,NW6 1PL,R/O 121 SUMATRA ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"525,163","184,887",-0.196247,51.549004,POINT (-0.196247 51.549004),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241071,BLACK PATH,West Hampstead,NW6 1PL,BEHIND 129 SUMATRA ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"525,184","184,881",-0.195947,51.548945,POINT (-0.195947 51.548945),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241072,BLACK PATH,West Hampstead,NW6 1PL,R/O 133 SUMATRA ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"525,205","184,877",-0.195645,51.548905,POINT (-0.195645 51.548905),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241073,BLACK PATH,West Hampstead,NW6 1PL,BEHIND 141 SUMATRA ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"525,220","184,872",-0.195431,51.548856,POINT (-0.195431 51.548856),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241074,BLACK PATH,West Hampstead,NW6 1PN,R/O 145 SUMATRA ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"525,240","184,868",-0.195144,51.548816,POINT (-0.195144 51.548816),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241075,BLACK PATH,West Hampstead,NW6 1PN,BEHIND 149 SUMATRA ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"525,254","184,864",-0.194944,51.548777,POINT (-0.194944 51.548777),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241076,BLACK PATH,West Hampstead,NW6 1PN,R/O 155 SUMATRA ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"525,268","184,861",-0.194743,51.548747,POINT (-0.194743 51.548747),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241077,BLACK PATH,West Hampstead,NW6 1PN,BEHIND 159 SUMATRA ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"525,283","184,858",-0.194528,51.548717,POINT (-0.194528 51.548717),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241078,BLACK PATH,West Hampstead,NW6 1PE,R/O 169 SUMATRA ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"525,325","184,852",-0.193925,51.548653,POINT (-0.193925 51.548653),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241079,BLACK PATH,West Hampstead,NW6 1PE,BEHIND 173 SUMATRA ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"525,338","184,850",-0.193738,51.548632,POINT (-0.193738 51.548632),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241080,BLACK PATH,West Hampstead,NW6 1PE,R/O 179 SUMATRA ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"525,357","184,850",-0.193464,51.548628,POINT (-0.193464 51.548628),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241081,BLACK PATH,West Hampstead,NW6 1PF,R/O 183 SUMATRA ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"525,381","184,852",-0.193117,51.548641,POINT (-0.193117 51.548641),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241082,BLACK PATH,West Hampstead,NW6 1PF,R/O 189 SUMATRA ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"525,417","184,853",-0.192598,51.548642,POINT (-0.192598 51.548642),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
241083,BLACK PATH,West Hampstead,NW6 1PF,BEHIND 193 SUMATRA ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,2021 Dec 31 12:00:00 AM,"525,433","184,852",-0.192368,51.548629,POINT (-0.192368 51.548629),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
